site_id,year,security_incidents_count,percent_https_pages,avg_patch_time_days,csp_present,malware_detections,phishing_reports,whois_age_years,ssl_grade,cluster,security_index_pca,security_index_mean,pred_best_rf,pred_mean,pred_sd
site001,2015,42,76.21665980666876,28.460206564283,0,9,1,12.766389353200791,9.805500144138932,2,0.4223375208309232,0.6203290294167959,0.3847642792932101,0.3915648640412017,0.01782319845531016
site001,2015,42,76.21665980666876,28.460206564283,0,9,1,12.766389353200791,9.805500144138932,2,0.4223375208309232,0.6203290294167959,0.3847642792932101,0.45069154293739,0.018133953546093023
site001,2016,36,73.67257776670158,19.9277674080804,1,7,11,10.635823839344084,6.168505212990567,2,0.4051017558959543,0.63350614822689,0.36488363665858364,0.42471563357416453,0.01634400460268093
site001,2016,36,73.67257776670158,19.9277674080804,1,7,11,10.635823839344084,6.168505212990567,2,0.4051017558959543,0.63350614822689,0.36488363665858364,0.3915648640412017,0.01782319845531016
site001,2016,36,73.67257776670158,19.9277674080804,1,7,11,10.635823839344084,6.168505212990567,2,0.4051017558959543,0.63350614822689,0.36488363665858364,0.45069154293739,0.018133953546093023
site001,2017,13,76.6102981287986,15.15651139151305,0,5,8,11.849049657117575,7.157225955743343,1,0.5237474968520281,0.42522313722745664,0.5411425482819429,0.42471563357416453,0.01634400460268093
site001,2017,13,76.6102981287986,15.15651139151305,0,5,8,11.849049657117575,7.157225955743343,1,0.5237474968520281,0.42522313722745664,0.5411425482819429,0.3915648640412017,0.01782319845531016
site001,2017,13,76.6102981287986,15.15651139151305,0,5,8,11.849049657117575,7.157225955743343,1,0.5237474968520281,0.42522313722745664,0.5411425482819429,0.45069154293739,0.018133953546093023
site001,2018,24,72.16209876351058,6.444944319548085,1,10,8,5.309760451782495,7.094393818406388,2,0.40062364404721673,0.5282090070492713,0.43118779363938964,0.42471563357416453,0.01634400460268093
site001,2018,24,72.16209876351058,6.444944319548085,1,10,8,5.309760451782495,7.094393818406388,2,0.40062364404721673,0.5282090070492713,0.43118779363938964,0.3915648640412017,0.01782319845531016
site001,2018,24,72.16209876351058,6.444944319548085,1,10,8,5.309760451782495,7.094393818406388,2,0.40062364404721673,0.5282090070492713,0.43118779363938964,0.45069154293739,0.018133953546093023
site001,2019,25,82.41122149862349,21.677958762506023,1,7,10,9.98188113514334,5.797922422643751,2,0.4322569938299186,0.6174389426637106,0.43191275901965803,0.42471563357416453,0.01634400460268093
site001,2019,25,82.41122149862349,21.677958762506023,1,7,10,9.98188113514334,5.797922422643751,2,0.4322569938299186,0.6174389426637106,0.43191275901965803,0.3915648640412017,0.01782319845531016
site001,2019,25,82.41122149862349,21.677958762506023,1,7,10,9.98188113514334,5.797922422643751,2,0.4322569938299186,0.6174389426637106,0.43191275901965803,0.45069154293739,0.018133953546093023
site001,2020,26,66.23496602289379,3.467029150109738,1,9,1,9.58748278580606,7.656874160747975,1,0.5419485925916775,0.48348976628234774,0.5390406881186034,0.42471563357416453,0.01634400460268093
site001,2020,26,66.23496602289379,3.467029150109738,1,9,1,9.58748278580606,7.656874160747975,1,0.5419485925916775,0.48348976628234774,0.5390406881186034,0.3915648640412017,0.01782319845531016
site001,2020,26,66.23496602289379,3.467029150109738,1,9,1,9.58748278580606,7.656874160747975,1,0.5419485925916775,0.48348976628234774,0.5390406881186034,0.45069154293739,0.018133953546093023
site001,2021,4,98.2631905656308,14.374782762490211,1,5,14,4.171764224767685,9.667504763929172,3,0.601451272549608,0.6359514283456394,0.5862937441378729,0.42471563357416453,0.01634400460268093
site001,2021,4,98.2631905656308,14.374782762490211,1,5,14,4.171764224767685,9.667504763929172,3,0.601451272549608,0.6359514283456394,0.5862937441378729,0.3915648640412017,0.01782319845531016
site001,2021,4,98.2631905656308,14.374782762490211,1,5,14,4.171764224767685,9.667504763929172,3,0.601451272549608,0.6359514283456394,0.5862937441378729,0.45069154293739,0.018133953546093023
site001,2022,50,61.75866501405835,28.141311891842633,1,3,8,4.446229039225727,5.45202445005998,2,0.5183773119976469,0.5181612099593629,0.5162523157888487,0.42471563357416453,0.01634400460268093
site001,2022,50,61.75866501405835,28.141311891842633,1,3,8,4.446229039225727,5.45202445005998,2,0.5183773119976469,0.5181612099593629,0.5162523157888487,0.3915648640412017,0.01782319845531016
site001,2022,50,61.75866501405835,28.141311891842633,1,3,8,4.446229039225727,5.45202445005998,2,0.5183773119976469,0.5181612099593629,0.5162523157888487,0.45069154293739,0.018133953546093023
site002,2008,26,74.88630970939994,25.513516368111596,0,10,7,13.288612095173448,8.282001659972593,2,0.38165234375366486,0.5924454973409287,0.3911902443921583,0.4128121679076733,0.016155402583405545
site002,2008,26,74.88630970939994,25.513516368111596,0,10,7,13.288612095173448,8.282001659972593,2,0.38165234375366486,0.5924454973409287,0.3911902443921583,0.590868927620055,0.014757725053675681
site002,2008,26,74.88630970939994,25.513516368111596,0,10,7,13.288612095173448,8.282001659972593,2,0.38165234375366486,0.5924454973409287,0.3911902443921583,0.5722578682512849,0.022595483758925033
site002,2009,27,98.50461365655065,21.76941479067318,1,6,9,11.986776160541922,5.8925879339221865,3,0.38200268930507597,0.6727762929712611,0.3855203981762481,0.4128121679076733,0.016155402583405545
site002,2009,27,98.50461365655065,21.76941479067318,1,6,9,11.986776160541922,5.8925879339221865,3,0.38200268930507597,0.6727762929712611,0.3855203981762481,0.590868927620055,0.014757725053675681
site002,2009,27,98.50461365655065,21.76941479067318,1,6,9,11.986776160541922,5.8925879339221865,3,0.38200268930507597,0.6727762929712611,0.3855203981762481,0.5722578682512849,0.022595483758925033
site002,2010,8,85.81710062921047,4.590384100796655,0,7,8,1.3592562368139625,6.24291060725227,3,0.3474121692670389,0.30356896091250823,0.3829622002179758,0.4128121679076733,0.016155402583405545
site002,2010,8,85.81710062921047,4.590384100796655,0,7,8,1.3592562368139625,6.24291060725227,3,0.3474121692670389,0.30356896091250823,0.3829622002179758,0.590868927620055,0.014757725053675681
site002,2010,8,85.81710062921047,4.590384100796655,0,7,8,1.3592562368139625,6.24291060725227,3,0.3474121692670389,0.30356896091250823,0.3829622002179758,0.5722578682512849,0.022595483758925033
site002,2011,28,62.45050457306206,18.249996377388015,1,4,11,11.5746635007672,7.896810718812048,1,0.6691785926803093,0.5853498576066126,0.6028265088414824,0.4128121679076733,0.016155402583405545
site002,2011,28,62.45050457306206,18.249996377388015,1,4,11,11.5746635007672,7.896810718812048,1,0.6691785926803093,0.5853498576066126,0.6028265088414824,0.590868927620055,0.014757725053675681
site002,2011,28,62.45050457306206,18.249996377388015,1,4,11,11.5746635007672,7.896810718812048,1,0.6691785926803093,0.5853498576066126,0.6028265088414824,0.5722578682512849,0.022595483758925033
site002,2012,34,76.39783713966608,29.705731241498142,0,9,9,13.568022483959794,5.495766125386581,2,0.24915845087212785,0.5722147315621401,0.2447337658741338,0.4128121679076733,0.016155402583405545
site002,2012,34,76.39783713966608,29.705731241498142,0,9,9,13.568022483959794,5.495766125386581,2,0.24915845087212785,0.5722147315621401,0.2447337658741338,0.590868927620055,0.014757725053675681
site002,2012,34,76.39783713966608,29.705731241498142,0,9,9,13.568022483959794,5.495766125386581,2,0.24915845087212785,0.5722147315621401,0.2447337658741338,0.5722578682512849,0.022595483758925033
site002,2013,7,77.03620536252856,18.846846147673205,1,3,1,13.502922682557257,8.326677534496412,1,0.8838820755048998,0.5133625429775713,0.8432444380969245,0.4128121679076733,0.016155402583405545
site002,2013,7,77.03620536252856,18.846846147673205,1,3,1,13.502922682557257,8.326677534496412,1,0.8838820755048998,0.5133625429775713,0.8432444380969245,0.590868927620055,0.014757725053675681
site002,2013,7,77.03620536252856,18.846846147673205,1,3,1,13.502922682557257,8.326677534496412,1,0.8838820755048998,0.5133625429775713,0.8432444380969245,0.5722578682512849,0.022595483758925033
site002,2014,25,80.32632338814437,8.919252342777327,0,6,1,2.672100672032684,8.10137392138131,3,0.4500700394700406,0.3351438960191607,0.4472563088098041,0.4128121679076733,0.016155402583405545
site002,2014,25,80.32632338814437,8.919252342777327,0,6,1,2.672100672032684,8.10137392138131,3,0.4500700394700406,0.3351438960191607,0.4472563088098041,0.590868927620055,0.014757725053675681
site002,2014,25,80.32632338814437,8.919252342777327,0,6,1,2.672100672032684,8.10137392138131,3,0.4500700394700406,0.3351438960191607,0.4472563088098041,0.5722578682512849,0.022595483758925033
site002,2015,6,77.98399643041193,2.8474984522908926,1,8,9,14.667809577658772,9.364378203172237,3,0.6324834222950997,0.610205553593538,0.5942054545566186,0.4128121679076733,0.016155402583405545
site002,2015,6,77.98399643041193,2.8474984522908926,1,8,9,14.667809577658772,9.364378203172237,3,0.6324834222950997,0.610205553593538,0.5942054545566186,0.590868927620055,0.014757725053675681
site002,2015,6,77.98399643041193,2.8474984522908926,1,8,9,14.667809577658772,9.364378203172237,3,0.6324834222950997,0.610205553593538,0.5942054545566186,0.5722578682512849,0.022595483758925033
site002,2016,41,84.93045534007251,3.0967949917539954,1,3,4,13.74073035782203,5.994208549382165,3,0.4487001138806878,0.5236094354061642,0.46868948657271736,0.4128121679076733,0.016155402583405545
site002,2016,41,84.93045534007251,3.0967949917539954,1,3,4,13.74073035782203,5.994208549382165,3,0.4487001138806878,0.5236094354061642,0.46868948657271736,0.590868927620055,0.014757725053675681
site002,2016,41,84.93045534007251,3.0967949917539954,1,3,4,13.74073035782203,5.994208549382165,3,0.4487001138806878,0.5236094354061642,0.46868948657271736,0.5722578682512849,0.022595483758925033
site002,2017,8,65.59911724179983,26.33182520722039,1,4,9,4.625952723436058,6.6035649727564305,1,0.7694412379835297,0.4686422519317386,0.7688356440678958,0.4128121679076733,0.016155402583405545
site002,2017,8,65.59911724179983,26.33182520722039,1,4,9,4.625952723436058,6.6035649727564305,1,0.7694412379835297,0.4686422519317386,0.7688356440678958,0.590868927620055,0.014757725053675681
site002,2017,8,65.59911724179983,26.33182520722039,1,4,9,4.625952723436058,6.6035649727564305,1,0.7694412379835297,0.4686422519317386,0.7688356440678958,0.5722578682512849,0.022595483758925033
site002,2018,18,96.31785603240132,11.5219249043148,0,10,1,13.44549622060731,7.04854272888042,3,0.2871193283116807,0.49947745831284557,0.3278088837971946,0.4128121679076733,0.016155402583405545
site002,2018,18,96.31785603240132,11.5219249043148,0,10,1,13.44549622060731,7.04854272888042,3,0.2871193283116807,0.49947745831284557,0.3278088837971946,0.590868927620055,0.014757725053675681
site002,2018,18,96.31785603240132,11.5219249043148,0,10,1,13.44549622060731,7.04854272888042,3,0.2871193283116807,0.49947745831284557,0.3278088837971946,0.5722578682512849,0.022595483758925033
site002,2019,35,82.77773099020123,28.42304232553579,0,0,3,12.662353765685111,9.635065358597783,1,0.6858743501529395,0.5221671238739164,0.5735605474649355,0.4128121679076733,0.016155402583405545
site002,2019,35,82.77773099020123,28.42304232553579,0,0,3,12.662353765685111,9.635065358597783,1,0.6858743501529395,0.5221671238739164,0.5735605474649355,0.590868927620055,0.014757725053675681
site002,2019,35,82.77773099020123,28.42304232553579,0,0,3,12.662353765685111,9.635065358597783,1,0.6858743501529395,0.5221671238739164,0.5735605474649355,0.5722578682512849,0.022595483758925033
site002,2020,13,81.93122295662761,17.191249259747565,0,1,5,7.149993234779686,5.217404445866123,1,0.575896471095544,0.2848406374699766,0.5843476991896293,0.4128121679076733,0.016155402583405545
site002,2020,13,81.93122295662761,17.191249259747565,0,1,5,7.149993234779686,5.217404445866123,1,0.575896471095544,0.2848406374699766,0.5843476991896293,0.590868927620055,0.014757725053675681
site002,2020,13,81.93122295662761,17.191249259747565,0,1,5,7.149993234779686,5.217404445866123,1,0.575896471095544,0.2848406374699766,0.5843476991896293,0.5722578682512849,0.022595483758925033
site002,2021,16,64.67310490086675,15.867173375794664,1,7,14,2.0745197273790836,5.968206039397046,2,0.5117562010926207,0.48075237078932437,0.5149323953288577,0.4128121679076733,0.016155402583405545
site002,2021,16,64.67310490086675,15.867173375794664,1,7,14,2.0745197273790836,5.968206039397046,2,0.5117562010926207,0.48075237078932437,0.5149323953288577,0.590868927620055,0.014757725053675681
site002,2021,16,64.67310490086675,15.867173375794664,1,7,14,2.0745197273790836,5.968206039397046,2,0.5117562010926207,0.48075237078932437,0.5149323953288577,0.5722578682512849,0.022595483758925033
site002,2022,42,90.48113329336049,28.485378242796287,0,6,3,13.126155774109066,8.600317020900548,3,0.3767890900896425,0.6173023265377217,0.3646871295126512,0.4128121679076733,0.016155402583405545
site002,2022,42,90.48113329336049,28.485378242796287,0,6,3,13.126155774109066,8.600317020900548,3,0.3767890900896425,0.6173023265377217,0.3646871295126512,0.590868927620055,0.014757725053675681
site002,2022,42,90.48113329336049,28.485378242796287,0,6,3,13.126155774109066,8.600317020900548,3,0.3767890900896425,0.6173023265377217,0.3646871295126512,0.5722578682512849,0.022595483758925033
site003,2008,38,79.13477786816657,4.184246271383017,0,4,3,5.531263681128621,5.2760639868211,2,0.30418189742605173,0.29002857190181697,0.3169932500257155,0.6620964959736726,0.020661317269476225
site003,2008,38,79.13477786816657,4.184246271383017,0,4,3,5.531263681128621,5.2760639868211,2,0.30418189742605173,0.29002857190181697,0.3169932500257155,0.3879109462735173,0.01750247461279368
site003,2008,38,79.13477786816657,4.184246271383017,0,4,3,5.531263681128621,5.2760639868211,2,0.30418189742605173,0.29002857190181697,0.3169932500257155,0.40044455084963115,0.018796395172457844
site003,2008,38,79.13477786816657,4.184246271383017,0,4,3,5.531263681128621,5.2760639868211,2,0.30418189742605173,0.29002857190181697,0.3169932500257155,0.48144962185170137,0.013857948967475284
site003,2009,11,91.2787565868348,24.748318965546787,0,4,12,4.24930787505582,9.906170795438811,3,0.5578195576765004,0.5290029683132358,0.5605956760099693,0.6620964959736726,0.020661317269476225
site003,2009,11,91.2787565868348,24.748318965546787,0,4,12,4.24930787505582,9.906170795438811,3,0.5578195576765004,0.5290029683132358,0.5605956760099693,0.3879109462735173,0.01750247461279368
site003,2009,11,91.2787565868348,24.748318965546787,0,4,12,4.24930787505582,9.906170795438811,3,0.5578195576765004,0.5290029683132358,0.5605956760099693,0.40044455084963115,0.018796395172457844
site003,2009,11,91.2787565868348,24.748318965546787,0,4,12,4.24930787505582,9.906170795438811,3,0.5578195576765004,0.5290029683132358,0.5605956760099693,0.48144962185170137,0.013857948967475284
site003,2010,14,61.841061944141984,11.942921096459033,1,3,9,12.589055280201135,5.1291327946819365,1,0.7000953465062482,0.43177199695492524,0.7012167533879746,0.6620964959736726,0.020661317269476225
site003,2010,14,61.841061944141984,11.942921096459033,1,3,9,12.589055280201135,5.1291327946819365,1,0.7000953465062482,0.43177199695492524,0.7012167533879746,0.3879109462735173,0.01750247461279368
site003,2010,14,61.841061944141984,11.942921096459033,1,3,9,12.589055280201135,5.1291327946819365,1,0.7000953465062482,0.43177199695492524,0.7012167533879746,0.40044455084963115,0.018796395172457844
site003,2010,14,61.841061944141984,11.942921096459033,1,3,9,12.589055280201135,5.1291327946819365,1,0.7000953465062482,0.43177199695492524,0.7012167533879746,0.48144962185170137,0.013857948967475284
site003,2011,31,92.79378671199083,17.142590386793017,0,5,3,14.881792454980314,7.546065755886957,3,0.39603809417640323,0.5248221772302953,0.38807130126520384,0.6620964959736726,0.020661317269476225
site003,2011,31,92.79378671199083,17.142590386793017,0,5,3,14.881792454980314,7.546065755886957,3,0.39603809417640323,0.5248221772302953,0.38807130126520384,0.3879109462735173,0.01750247461279368
site003,2011,31,92.79378671199083,17.142590386793017,0,5,3,14.881792454980314,7.546065755886957,3,0.39603809417640323,0.5248221772302953,0.38807130126520384,0.40044455084963115,0.018796395172457844
site003,2011,31,92.79378671199083,17.142590386793017,0,5,3,14.881792454980314,7.546065755886957,3,0.39603809417640323,0.5248221772302953,0.38807130126520384,0.48144962185170137,0.013857948967475284
site003,2012,41,70.77633789740503,10.102264414075762,0,6,7,4.22194609278813,9.326071683317425,2,0.38631212946009785,0.4449856227584923,0.3544133422126169,0.6620964959736726,0.020661317269476225
site003,2012,41,70.77633789740503,10.102264414075762,0,6,7,4.22194609278813,9.326071683317425,2,0.38631212946009785,0.4449856227584923,0.3544133422126169,0.3879109462735173,0.01750247461279368
site003,2012,41,70.77633789740503,10.102264414075762,0,6,7,4.22194609278813,9.326071683317425,2,0.38631212946009785,0.4449856227584923,0.3544133422126169,0.40044455084963115,0.018796395172457844
site003,2012,41,70.77633789740503,10.102264414075762,0,6,7,4.22194609278813,9.326071683317425,2,0.38631212946009785,0.4449856227584923,0.3544133422126169,0.48144962185170137,0.013857948967475284
site003,2013,44,71.31401658058167,3.387943529058248,0,2,4,2.2434020354412496,6.508073061704636,2,0.39018358920125507,0.26172691747015986,0.4228926497786024,0.6620964959736726,0.020661317269476225
site003,2013,44,71.31401658058167,3.387943529058248,0,2,4,2.2434020354412496,6.508073061704636,2,0.39018358920125507,0.26172691747015986,0.4228926497786024,0.3879109462735173,0.01750247461279368
site003,2013,44,71.31401658058167,3.387943529058248,0,2,4,2.2434020354412496,6.508073061704636,2,0.39018358920125507,0.26172691747015986,0.4228926497786024,0.40044455084963115,0.018796395172457844
site003,2013,44,71.31401658058167,3.387943529058248,0,2,4,2.2434020354412496,6.508073061704636,2,0.39018358920125507,0.26172691747015986,0.4228926497786024,0.48144962185170137,0.013857948967475284
site003,2014,6,85.72886237874627,23.61818872601725,0,3,1,9.892710668500513,8.09884110931307,3,0.7111206046537009,0.39555302732489195,0.686190971929409,0.6620964959736726,0.020661317269476225
site003,2014,6,85.72886237874627,23.61818872601725,0,3,1,9.892710668500513,8.09884110931307,3,0.7111206046537009,0.39555302732489195,0.686190971929409,0.3879109462735173,0.01750247461279368
site003,2014,6,85.72886237874627,23.61818872601725,0,3,1,9.892710668500513,8.09884110931307,3,0.7111206046537009,0.39555302732489195,0.686190971929409,0.40044455084963115,0.018796395172457844
site003,2014,6,85.72886237874627,23.61818872601725,0,3,1,9.892710668500513,8.09884110931307,3,0.7111206046537009,0.39555302732489195,0.686190971929409,0.48144962185170137,0.013857948967475284
site003,2015,8,97.92475351132452,6.603807124076411,0,10,15,12.991713196970522,7.826179821277037,3,0.2119586532466005,0.5902815642185422,0.261118355290401,0.6620964959736726,0.020661317269476225
site003,2015,8,97.92475351132452,6.603807124076411,0,10,15,12.991713196970522,7.826179821277037,3,0.2119586532466005,0.5902815642185422,0.261118355290401,0.3879109462735173,0.01750247461279368
site003,2015,8,97.92475351132452,6.603807124076411,0,10,15,12.991713196970522,7.826179821277037,3,0.2119586532466005,0.5902815642185422,0.261118355290401,0.40044455084963115,0.018796395172457844
site003,2015,8,97.92475351132452,6.603807124076411,0,10,15,12.991713196970522,7.826179821277037,3,0.2119586532466005,0.5902815642185422,0.261118355290401,0.48144962185170137,0.013857948967475284
site003,2016,40,60.279938178136945,20.011978559894487,1,8,14,3.57518549868837,7.24058160209097,2,0.40859067504586044,0.6028084383868682,0.3679270153706426,0.6620964959736726,0.020661317269476225
site003,2016,40,60.279938178136945,20.011978559894487,1,8,14,3.57518549868837,7.24058160209097,2,0.40859067504586044,0.6028084383868682,0.3679270153706426,0.3879109462735173,0.01750247461279368
site003,2016,40,60.279938178136945,20.011978559894487,1,8,14,3.57518549868837,7.24058160209097,2,0.40859067504586044,0.6028084383868682,0.3679270153706426,0.40044455084963115,0.018796395172457844
site003,2016,40,60.279938178136945,20.011978559894487,1,8,14,3.57518549868837,7.24058160209097,2,0.40859067504586044,0.6028084383868682,0.3679270153706426,0.48144962185170137,0.013857948967475284
site003,2017,9,74.06470688059926,13.619264546548948,0,3,1,8.076647891197354,9.712901670718566,3,0.770780747942042,0.3473566143134642,0.753471612298103,0.6620964959736726,0.020661317269476225
site003,2017,9,74.06470688059926,13.619264546548948,0,3,1,8.076647891197354,9.712901670718566,3,0.770780747942042,0.3473566143134642,0.753471612298103,0.3879109462735173,0.01750247461279368
site003,2017,9,74.06470688059926,13.619264546548948,0,3,1,8.076647891197354,9.712901670718566,3,0.770780747942042,0.3473566143134642,0.753471612298103,0.40044455084963115,0.018796395172457844
site003,2017,9,74.06470688059926,13.619264546548948,0,3,1,8.076647891197354,9.712901670718566,3,0.770780747942042,0.3473566143134642,0.753471612298103,0.48144962185170137,0.013857948967475284
site003,2018,22,76.76182899624109,6.717301469994709,1,5,11,5.977848368231207,6.922633360372856,1,0.5105403902872011,0.5029914159092282,0.5291672002308297,0.6620964959736726,0.020661317269476225
site003,2018,22,76.76182899624109,6.717301469994709,1,5,11,5.977848368231207,6.922633360372856,1,0.5105403902872011,0.5029914159092282,0.5291672002308297,0.3879109462735173,0.01750247461279368
site003,2018,22,76.76182899624109,6.717301469994709,1,5,11,5.977848368231207,6.922633360372856,1,0.5105403902872011,0.5029914159092282,0.5291672002308297,0.40044455084963115,0.018796395172457844
site003,2018,22,76.76182899624109,6.717301469994709,1,5,11,5.977848368231207,6.922633360372856,1,0.5105403902872011,0.5029914159092282,0.5291672002308297,0.48144962185170137,0.013857948967475284
site003,2019,26,78.31507188268006,29.845152243971825,0,3,15,12.542942377738656,6.724952574586496,1,0.45815680189391933,0.5553892838040628,0.4770335891118608,0.6620964959736726,0.020661317269476225
site003,2019,26,78.31507188268006,29.845152243971825,0,3,15,12.542942377738656,6.724952574586496,1,0.45815680189391933,0.5553892838040628,0.4770335891118608,0.3879109462735173,0.01750247461279368
site003,2019,26,78.31507188268006,29.845152243971825,0,3,15,12.542942377738656,6.724952574586496,1,0.45815680189391933,0.5553892838040628,0.4770335891118608,0.40044455084963115,0.018796395172457844
site003,2019,26,78.31507188268006,29.845152243971825,0,3,15,12.542942377738656,6.724952574586496,1,0.45815680189391933,0.5553892838040628,0.4770335891118608,0.48144962185170137,0.013857948967475284
site003,2020,6,88.46770317293704,13.955543126212431,1,6,3,7.772204562090337,9.718296567443758,3,0.7313628073160608,0.5629592287776898,0.7153415012797977,0.6620964959736726,0.020661317269476225
site003,2020,6,88.46770317293704,13.955543126212431,1,6,3,7.772204562090337,9.718296567443758,3,0.7313628073160608,0.5629592287776898,0.7153415012797977,0.3879109462735173,0.01750247461279368
site003,2020,6,88.46770317293704,13.955543126212431,1,6,3,7.772204562090337,9.718296567443758,3,0.7313628073160608,0.5629592287776898,0.7153415012797977,0.40044455084963115,0.018796395172457844
site003,2020,6,88.46770317293704,13.955543126212431,1,6,3,7.772204562090337,9.718296567443758,3,0.7313628073160608,0.5629592287776898,0.7153415012797977,0.48144962185170137,0.013857948967475284
site003,2021,26,96.79392230696976,1.9113732620608064,1,2,13,4.246780984569341,5.462537881685421,3,0.3756186382015187,0.48191778696188187,0.43212701051129065,0.6620964959736726,0.020661317269476225
site003,2021,26,96.79392230696976,1.9113732620608064,1,2,13,4.246780984569341,5.462537881685421,3,0.3756186382015187,0.48191778696188187,0.43212701051129065,0.3879109462735173,0.01750247461279368
site003,2021,26,96.79392230696976,1.9113732620608064,1,2,13,4.246780984569341,5.462537881685421,3,0.3756186382015187,0.48191778696188187,0.43212701051129065,0.40044455084963115,0.018796395172457844
site003,2021,26,96.79392230696976,1.9113732620608064,1,2,13,4.246780984569341,5.462537881685421,3,0.3756186382015187,0.48191778696188187,0.43212701051129065,0.48144962185170137,0.013857948967475284
site003,2022,31,85.08442802354693,28.17348018591292,1,7,0,4.78228806424886,9.425763102481142,3,0.6150053581577999,0.6297007692818597,0.44038535870176276,0.6620964959736726,0.020661317269476225
site003,2022,31,85.08442802354693,28.17348018591292,1,7,0,4.78228806424886,9.425763102481142,3,0.6150053581577999,0.6297007692818597,0.44038535870176276,0.3879109462735173,0.01750247461279368
